name,image_id,base_info,is_animal_card,is_constellation_card,is_golden_crad,category,price_0,sub_card,star,star_0,star_1,star_2,star_3,star_4,star_5,star_6,star_7,star_8,star_9,star_10,star_11,star_12,star_13,star_14,star_15,star_16,star_M,star_U,skill,skill_0,skill_1,skill_2,skill_3,skill_4,skill_5,skill_6,skill_7,skill_8,transfer_change,additional_info
变异美味电鳗,card_data_index_13_2_2_1,"🟤不转：美味电鳗
🟤能力：范围内老鼠受到大量伤害，并产生2秒的定身。一段时间后消失

🟠一转：变异美味电鳗
🟠能力：伤害提升25%

🟣二转：霸王美味电鳗
🟣能力：范围扩大至3×5",FALSE,FALSE,FALSE,非灰烬类/时效型/A.攻击跟随时间轴,325,好卡😀,攻击力,75,87,100,87,125,150,175,212,250,287,337,387,437,487,537,587,650,null,null,持续时间,10,11,12,13,15,17,22,27,32,⚔️攻击范围：3×3/3×3/3×5,"💪[体力]2000

⏳[冷却]60秒🤯

🎯[定身]每次攻击定身2秒

🤔[附加说明]
1.攻击间隔1秒
2.不攻击非主流&幽灵类老鼠"
霸王美味电鳗,card_data_index_13_2_2_2,"🟤不转：美味电鳗
🟤能力：范围内老鼠受到大量伤害，并产生2秒的定身。一段时间后消失

🟠一转：变异美味电鳗
🟠能力：伤害提升25%

🟣二转：霸王美味电鳗
🟣能力：范围扩大至3×5",FALSE,FALSE,FALSE,非灰烬类/时效型/A.攻击跟随时间轴,325,好卡😀,攻击力,75,87,100,87,125,150,175,212,250,287,337,387,437,487,537,587,650,null,null,持续时间,10,11,12,13,15,17,22,27,32,⚔️攻击范围：3×3/3×3/3×5,"💪[体力]2000

⏳[冷却]60秒🤯

🎯[定身]每次攻击定身2秒

🤔[附加说明]
1.攻击间隔1秒
2.不攻击非主流&幽灵类老鼠"
镭射喵,card_data_index_13_2_3_0,"🟤不转：镭射喵
🟤能力：给范围内老鼠造成大量伤害，一段时间后消失

🟠一转：荧光镭射喵
🟠能力：伤害附加几率眩晕效果

🟣二转：电音镭射喵
🟣能力：伤害范围扩大至5×5",TRUE,FALSE,FALSE,非灰烬类/时效型/A.攻击跟随时间轴,325,好卡😀,攻击力,60,70,80,100,120,140,170,200,230,260,300,340,380,420,460,500,540,null,null,持续时间,10,11,12,13,15,17,20,23,26,"⚔️攻击范围：3×3/3×3/5×5
⚔️一转后15%定身3秒","💪[体力]2000

⏳[冷却]55秒🤯

🤔[附加说明]
1.攻击间隔1秒
2.不攻击非主流&幽灵类老鼠"
荧光镭射喵,card_data_index_13_2_3_1,"🟤不转：镭射喵
🟤能力：给范围内老鼠造成大量伤害，一段时间后消失

🟠一转：荧光镭射喵
🟠能力：伤害附加几率眩晕效果

🟣二转：电音镭射喵
🟣能力：伤害范围扩大至5×5",TRUE,FALSE,FALSE,非灰烬类/时效型/A.攻击跟随时间轴,325,好卡😀,攻击力,60,70,80,100,120,140,170,200,230,260,300,340,380,420,460,500,540,null,null,持续时间,10,11,12,13,15,17,20,23,26,"⚔️攻击范围：3×3/3×3/5×5
⚔️一转后15%定身3秒","💪[体力]2000

⏳[冷却]55秒🤯

🎯[定身]15%定身3秒

🤔[附加说明]
1.攻击间隔1秒
2.不攻击非主流&幽灵类老鼠"
电音镭射喵,card_data_index_13_2_3_2,"🟤不转：镭射喵
🟤能力：给范围内老鼠造成大量伤害，一段时间后消失

🟠一转：荧光镭射喵
🟠能力：伤害附加几率眩晕效果

🟣二转：电音镭射喵
🟣能力：伤害范围扩大至5×5",TRUE,FALSE,FALSE,非灰烬类/时效型/A.攻击跟随时间轴,325,好卡😀,攻击力,60,70,80,100,120,140,170,200,230,260,300,340,380,420,460,500,540,null,null,持续时间,10,11,12,13,15,17,20,23,26,"⚔️攻击范围：3×3/3×3/5×5
⚔️一转后15%定身3秒","💪[体力]2000

⏳[冷却]55秒🤯

🎯[定身]15%定身3秒

🤔[附加说明]
1.攻击间隔1秒
2.不攻击非主流&幽灵类老鼠"
黑暗神使,card_data_index_13_2_4_0,"🟡合成材料：电音镭射喵+冰河世纪榴莲

🟤不转：黑暗神使
🟤能力：对进入法罩内的鼠军产生大量伤害和几率定身，持续一段时间后消失

🟠三转：黑暗圣神
🟠能力：攻击频率提高

🟣四转：黑暗神·霍德尔
🟣能力：伤害范围扩大

🔴终转：至尊黑暗神
🔴能力：连续攻击可产生超高暴击，死亡变灰烬",FALSE,FALSE,TRUE,非灰烬类/时效型/A.攻击跟随时间轴,330,好卡😀,攻击力,85,100,115,145,175,205,235,285,325,375,425,475,525,580,640,700,760,1160,1860,持续时间,15,16,17,18,20,22,26,31,36,"⚔️攻击范围：5×5/5×5/5×7/5×7
⚔️攻击间隔：1秒/0.8秒/0.8秒/0.8秒","💪[体力]2000

⏳[冷却]50秒🤯

🎯[定身]15%定身3秒

🤔[附加说明]
1.不攻击非主流&幽灵类老鼠
2.终转前5次造成1/1/1.5/2/3倍伤害，之后攻击倍率等同于攻击次数，上限20倍，死亡产生灰烬效果"
黑暗圣神,card_data_index_13_2_4_1,"🟡合成材料：电音镭射喵+冰河世纪榴莲

🟤不转：黑暗神使
🟤能力：对进入法罩内的鼠军产生大量伤害和几率定身，持续一段时间后消失

🟠三转：黑暗圣神
🟠能力：攻击频率提高

🟣四转：黑暗神·霍德尔
🟣能力：伤害范围扩大

🔴终转：至尊黑暗神
🔴能力：连续攻击可产生超高暴击，死亡变灰烬",FALSE,FALSE,TRUE,非灰烬类/时效型/A.攻击跟随时间轴,330,好卡😀,攻击力,85,100,115,145,175,205,235,285,325,375,425,475,525,580,640,700,760,1160,1860,持续时间,15,16,17,18,20,22,26,31,36,"⚔️攻击范围：5×5/5×5/5×7/5×7
⚔️攻击间隔：1秒/0.8秒/0.8秒/0.8秒","💪[体力]2000

⏳[冷却]50秒🤯

🎯[定身]15%定身3秒

🤔[附加说明]
1.不攻击非主流&幽灵类老鼠
2.终转前5次造成1/1/1.5/2/3倍伤害，之后攻击倍率等同于攻击次数，上限20倍，死亡产生灰烬效果"
黑暗神·霍德尔,card_data_index_13_2_4_2,"🟡合成材料：电音镭射喵+冰河世纪榴莲

🟤不转：黑暗神使
🟤能力：对进入法罩内的鼠军产生大量伤害和几率定身，持续一段时间后消失

🟠三转：黑暗圣神
🟠能力：攻击频率提高

🟣四转：黑暗神·霍德尔
🟣能力：伤害范围扩大

🔴终转：至尊黑暗神
🔴能力：连续攻击可产生超高暴击，死亡变灰烬",FALSE,FALSE,TRUE,非灰烬类/时效型/A.攻击跟随时间轴,330,好卡😀,攻击力,85,100,115,145,175,205,235,285,325,375,425,475,525,580,640,700,760,1160,1860,持续时间,15,16,17,18,20,22,26,31,36,"⚔️攻击范围：5×5/5×5/5×7/5×7
⚔️攻击间隔：1秒/0.8秒/0.8秒/0.8秒","💪[体力]2000

⏳[冷却]50秒🤯

🎯[定身]15%定身3秒

🤔[附加说明]
1.不攻击非主流&幽灵类老鼠
2.终转前5次造成1/1/1.5/2/3倍伤害，之后攻击倍率等同于攻击次数，上限20倍，死亡产生灰烬效果"
至尊黑暗神,card_data_index_13_2_4_3,"🟡合成材料：电音镭射喵+冰河世纪榴莲

🟤不转：黑暗神使
🟤能力：对进入法罩内的鼠军产生大量伤害和几率定身，持续一段时间后消失

🟠三转：黑暗圣神
🟠能力：攻击频率提高

🟣四转：黑暗神·霍德尔
🟣能力：伤害范围扩大

🔴终转：至尊黑暗神
🔴能力：连续攻击可产生超高暴击，死亡变灰烬",FALSE,FALSE,TRUE,非灰烬类/时效型/A.攻击跟随时间轴,330,好卡😀,攻击力,85,100,115,145,175,205,235,285,325,375,425,475,525,580,640,700,760,1160,1860,持续时间,15,16,17,18,20,22,26,31,36,"⚔️攻击范围：5×5/5×5/5×7/5×7
⚔️攻击间隔：1秒/0.8秒/0.8秒/0.8秒","💪[体力]2000

⏳[冷却]50秒🤯

🎯[定身]15%定身3秒

🤔[附加说明]
1.不攻击非主流&幽灵类老鼠
2.终转前5次造成1/1/1.5/2/3倍伤害，之后攻击倍率等同于攻击次数，上限20倍，死亡产生灰烬效果"
火龙果,card_data_index_13_2_5_0,"🟤不转：火龙果
🟤能力：范围内的老鼠在12秒内每隔一定时间受到强力火焰爆炸伤害

🟠一转：炎阳火龙果
🟠能力：增加范围对空效果

🟣二转：九天皓日火龙果
🟣能力：范围扩大至5×5格",FALSE,FALSE,FALSE,非灰烬类/时效型/B.攻击跟随自身,375,好卡😀,攻击力,210,270,330,360,450,540,630,750,870,990,1140,1290,1440,1590,1740,1890,1890,null,null,冷却时间,60,58,56,54,51,48,41,34,27,⚔️攻击范围：3×3/3×3/5×5，一转后追加空中,"💪[体力]1820

🤔[附加说明]
1.不攻击非主流&幽灵类&空军，攻击完毕后消失
2.攻击间隔4秒，攻击3次"
炎阳火龙果,card_data_index_13_2_5_1,"🟤不转：火龙果
🟤能力：范围内的老鼠在12秒内每隔一定时间受到强力火焰爆炸伤害

🟠一转：炎阳火龙果
🟠能力：增加范围对空效果

🟣二转：九天皓日火龙果
🟣能力：范围扩大至5×5格",FALSE,FALSE,FALSE,非灰烬类/时效型/B.攻击跟随自身,375,好卡😀,攻击力,210,270,330,360,450,540,630,750,870,990,1140,1290,1440,1590,1740,1890,1890,null,null,冷却时间,60,58,56,54,51,48,41,34,27,⚔️攻击范围：3×3/3×3/5×5，一转后追加空中,"💪[体力]1820

🤔[附加说明]
1.不攻击非主流&幽灵类，攻击完毕后消失
2.攻击间隔4秒，攻击3次"
九天皓日火龙果,card_data_index_13_2_5_2,"🟤不转：火龙果
🟤能力：范围内的老鼠在12秒内每隔一定时间受到强力火焰爆炸伤害

🟠一转：炎阳火龙果
🟠能力：增加范围对空效果

🟣二转：九天皓日火龙果
🟣能力：范围扩大至5×5格",FALSE,FALSE,FALSE,非灰烬类/时效型/B.攻击跟随自身,375,好卡😀,攻击力,210,270,330,360,450,540,630,750,870,990,1140,1290,1440,1590,1740,1890,1890,null,null,冷却时间,60,58,56,54,51,48,41,34,27,⚔️攻击范围：3×3/3×3/5×5，一转后追加空中,"💪[体力]1820

🤔[附加说明]
1.不攻击非主流&幽灵类，攻击完毕后消失
2.攻击间隔4秒，攻击3次"
摩羯座精灵,card_data_index_13_2_6_0,"🟤不转：摩羯座精灵
🟤能力：对范围内造成巨大冰暴型伤害，老鼠持续减速减血，卡片存在一段时间后消失！

🟠一转：暂未开放
🟠能力：暂未开放

🟣二转：暂未开放
🟣能力：暂未开放",FALSE,TRUE,FALSE,非灰烬类/时效型/B.攻击跟随自身,300,好卡😀,攻击力,150,180,210,240,270,300,350,400,450,500,580,650,725,800,875,950,1030,null,null,该防御卡不支持技能,null,null,null,null,null,null,null,null,null,⚔️攻击范围：3×3,"💪[体力]2730

🧊[减速]减速10秒🤯

🤔[附加说明]
1.不攻击非主流&幽灵类&空军，攻击完毕后消失
2.攻击间隔4秒，攻击5次"
龙珠果,card_data_index_13_2_7_0,"🟤不转：龙珠果
🟤能力：强烈灼烧周围的鼠军，集齐7颗可以触发全屏火焰风暴

🟠一转：烈火龙珠果
🟠能力：火焰伤害附加几率定身

🟣二转：燃爆龙珠果
🟣能力：5颗触发全屏火焰风暴",TRUE,FALSE,FALSE,非灰烬类/时效型/B.攻击跟随自身,385,好卡😀,攻击力,273,351,429,468,585,702,819,975,1131,1287,1482,1677,1872,2067,2262,2457,2652,null,null,冷却时间,58,55,52,47,42,37,32,27,22,"⚔️攻击范围：3×3
⚔️一转后10%定身1.5秒","💪[体力]300

🤔[附加说明]
1.不攻击任意状态下的非主流&幽灵类
2.攻击间隔2秒"
烈火龙珠果,card_data_index_13_2_7_1,"🟤不转：龙珠果
🟤能力：强烈灼烧周围的鼠军，集齐7颗可以触发全屏火焰风暴

🟠一转：烈火龙珠果
🟠能力：火焰伤害附加几率定身

🟣二转：燃爆龙珠果
🟣能力：5颗触发全屏火焰风暴",TRUE,FALSE,FALSE,非灰烬类/时效型/B.攻击跟随自身,385,好卡😀,攻击力,273,351,429,468,585,702,819,975,1131,1287,1482,1677,1872,2067,2262,2457,2652,null,null,冷却时间,58,55,52,47,42,37,32,27,22,"⚔️攻击范围：3×3
⚔️一转后10%定身1.5秒","💪[体力]300

🎯[定身]10%定身1.5秒

🤔[附加说明]
1.不攻击任意状态下的非主流&幽灵类
2.攻击间隔2秒"
燃爆龙珠果,card_data_index_13_2_7_2,"🟤不转：龙珠果
🟤能力：强烈灼烧周围的鼠军，集齐7颗可以触发全屏火焰风暴

🟠一转：烈火龙珠果
🟠能力：火焰伤害附加几率定身

🟣二转：燃爆龙珠果
🟣能力：5颗触发全屏火焰风暴",TRUE,FALSE,FALSE,非灰烬类/时效型/B.攻击跟随自身,385,好卡😀,攻击力,273,351,429,468,585,702,819,975,1131,1287,1482,1677,1872,2067,2262,2457,2652,null,null,冷却时间,58,55,52,47,42,37,32,27,22,"⚔️攻击范围：3×3
⚔️一转后10%定身1.5秒","💪[体力]300

🎯[定身]10%定身1.5秒

🤔[附加说明]
1.不攻击任意状态下的非主流&幽灵类
2.攻击间隔2秒"
巴德尔神使,card_data_index_13_2_8_0,"🟡合成材料：燃爆龙珠果+九天皓日火龙果

🟤不转：巴德尔神使
🟤能力：对进入法罩内的鼠军产生大量伤害和几率定身，持续一段时间后消失

🟠三转：巴德尔圣神
🟠能力：攻击频率提高

🟣四转：光明神·巴德尔
🟣能力：伤害范围扩大

🔴终转：暂未开放
🔴能力：暂未开放",FALSE,FALSE,TRUE,非灰烬类/时效型/B.攻击跟随自身,395,好卡😀,攻击力,12,14,16,18,20,25,30,36,42,48,54,66,78,90,102,116,132,198,300,攻击间隔,3.5,3.45,3.4,3.35,3.3,3.2,3.1,3,2.8,"⚔️攻击范围：5×5
⚔️三转后放置1次黑暗神,距离最近的5/7个光明神产生3×3/5×5范围1100/1500伤害爆炸，灰烬非精英鼠
⚔️四转有黑暗神在场时造成4倍伤害","⏳[冷却]21秒🤯

🎯[定身]10%定身1.5秒

🤔[附加说明]
1.不攻击任意状态下的非主流
2.每次攻击持续2.1秒造成10次伤害，附带击杀灰烬"
巴德尔圣神,card_data_index_13_2_8_1,"🟡合成材料：燃爆龙珠果+九天皓日火龙果

🟤不转：巴德尔神使
🟤能力：对进入法罩内的鼠军产生大量伤害和几率定身，持续一段时间后消失

🟠三转：巴德尔圣神
🟠能力：攻击频率提高

🟣四转：光明神·巴德尔
🟣能力：伤害范围扩大

🔴终转：暂未开放
🔴能力：暂未开放",FALSE,FALSE,TRUE,非灰烬类/时效型/B.攻击跟随自身,395,好卡😀,攻击力,12,14,16,18,20,25,30,36,42,48,54,66,78,90,102,116,132,198,300,攻击间隔,3.5,3.45,3.4,3.35,3.3,3.2,3.1,3,2.8,"⚔️攻击范围：5×5
⚔️三转后放置1次黑暗神,距离最近的5/7个光明神产生3×3/5×5范围1100/1500伤害爆炸，灰烬非精英鼠
⚔️四转有黑暗神在场时造成4倍伤害","⏳[冷却]21秒🤯

🎯[定身]10%定身1.5秒

🤔[附加说明]
1.不攻击任意状态下的非主流
2.每次攻击持续2.1秒造成10次伤害，附带击杀灰烬"
光明神·巴德尔,card_data_index_13_2_8_2,"🟡合成材料：燃爆龙珠果+九天皓日火龙果

🟤不转：巴德尔神使
🟤能力：对进入法罩内的鼠军产生大量伤害和几率定身，持续一段时间后消失

🟠三转：巴德尔圣神
🟠能力：攻击频率提高

🟣四转：光明神·巴德尔
🟣能力：伤害范围扩大

🔴终转：暂未开放
🔴能力：暂未开放",FALSE,FALSE,TRUE,非灰烬类/时效型/B.攻击跟随自身,395,好卡😀,攻击力,12,14,16,18,20,25,30,36,42,48,54,66,78,90,102,116,132,198,300,攻击间隔,3.5,3.45,3.4,3.35,3.3,3.2,3.1,3,2.8,"⚔️攻击范围：5×5
⚔️三转后放置1次黑暗神,距离最近的5/7个光明神产生3×3/5×5范围1100/1500伤害爆炸，灰烬非精英鼠
⚔️四转有黑暗神在场时造成4倍伤害","⏳[冷却]21秒🤯

🎯[定身]10%定身1.5秒

🤔[附加说明]
1.不攻击任意状态下的非主流
2.每次攻击持续2.1秒造成10次伤害，附带击杀灰烬"
冰桶炸弹,card_data_index_13_3_1_0,"🟤不转：冰桶炸弹
🟤能力：爆炸后会冰冻住所有老鼠一段时间

🟠一转：酸橙冰桶炸弹
🟠能力：爆炸后对全屏老鼠造成一次伤害

🟣二转：杂果冰桶炸弹
🟣能力：极小几率直接冻死普通鼠军",FALSE,FALSE,FALSE,非灰烬类/控制型,75,差卡😡,冷却时间,50,48,46,44,42,40,38,35,32,29,26,23,20,17,14,11,7,null,null,该防御卡不支持技能,null,null,null,null,null,null,null,null,null,"⚔️一转全屏300投掷伤害
⚔️二转5%概率秒杀非精英鼠；死亡造成碎冰效果","💪[体力]250

🧊[减速]冰冻4秒，减速20秒"
酸橙冰桶炸弹,card_data_index_13_3_1_1,"🟤不转：冰桶炸弹
🟤能力：爆炸后会冰冻住所有老鼠一段时间

🟠一转：酸橙冰桶炸弹
🟠能力：爆炸后对全屏老鼠造成一次伤害

🟣二转：杂果冰桶炸弹
🟣能力：极小几率直接冻死普通鼠军",FALSE,FALSE,FALSE,非灰烬类/控制型,75,中卡😭,冷却时间,50,48,46,44,42,40,38,35,32,29,26,23,20,17,14,11,7,null,null,该防御卡不支持技能,null,null,null,null,null,null,null,null,null,"⚔️一转全屏300投掷伤害
⚔️二转5%概率秒杀非精英鼠；死亡造成碎冰效果","💪[体力]250

🧊[减速]冰冻4秒，减速20秒"
杂果冰桶炸弹,card_data_index_13_3_1_2,"🟤不转：冰桶炸弹
🟤能力：爆炸后会冰冻住所有老鼠一段时间

🟠一转：酸橙冰桶炸弹
🟠能力：爆炸后对全屏老鼠造成一次伤害

🟣二转：杂果冰桶炸弹
🟣能力：极小几率直接冻死普通鼠军",FALSE,FALSE,FALSE,非灰烬类/控制型,75,好卡😀,冷却时间,50,48,46,44,42,40,38,35,32,29,26,23,20,17,14,11,7,null,null,该防御卡不支持技能,null,null,null,null,null,null,null,null,null,"⚔️一转全屏300投掷伤害
⚔️二转5%概率秒杀非精英鼠；死亡造成碎冰效果","💪[体力]250

🧊[减速]冰冻4秒，减速20秒"
冰弹喵,card_data_index_13_3_2_0,"🟤不转：冰弹喵
🟤能力：瞬间冰冻全屏的老鼠

🟠一转：爆裂冰弹喵
🟠能力：附加3×3范围的伤害效果

🟣二转：旋风冰弹喵
🟣能力：伤害范围增加到5×5",TRUE,FALSE,FALSE,非灰烬类/控制型,225,好卡😀,冷却时间,55,53,51,49,47,45,43,41,39,37,35,33,30,27,24,21,15,null,null,该防御卡不支持技能,null,null,null,null,null,null,null,null,null,⚔️全屏冰冻减速，附带无/3×3/5×5范围1170灰烬爆炸,"💪[体力]5000

🧊[减速]冰冻5秒，减速30秒"
爆裂冰弹喵,card_data_index_13_3_2_1,"🟤不转：冰弹喵
🟤能力：瞬间冰冻全屏的老鼠

🟠一转：爆裂冰弹喵
🟠能力：附加3×3范围的伤害效果

🟣二转：旋风冰弹喵
🟣能力：伤害范围增加到5×5",TRUE,FALSE,FALSE,非灰烬类/控制型,225,好卡😀,冷却时间,55,53,51,49,47,45,43,41,39,37,35,33,30,27,24,21,15,null,null,该防御卡不支持技能,null,null,null,null,null,null,null,null,null,⚔️全屏冰冻减速，附带无/3×3/5×5范围1170灰烬爆炸,"💪[体力]5000

🧊[减速]冰冻5秒，减速30秒"
旋风冰弹喵,card_data_index_13_3_2_2,"🟤不转：冰弹喵
🟤能力：瞬间冰冻全屏的老鼠

🟠一转：爆裂冰弹喵
🟠能力：附加3×3范围的伤害效果

🟣二转：旋风冰弹喵
🟣能力：伤害范围增加到5×5",TRUE,FALSE,FALSE,非灰烬类/控制型,225,好卡😀,冷却时间,55,53,51,49,47,45,43,41,39,37,35,33,30,27,24,21,15,null,null,该防御卡不支持技能,null,null,null,null,null,null,null,null,null,⚔️全屏冰冻减速，附带无/3×3/5×5范围1170灰烬爆炸,"💪[体力]5000

🧊[减速]冰冻5秒，减速30秒"
冰兔菓子,card_data_index_13_3_3_0,"🟤不转：冰兔菓子
🟤能力：冰冻全屏老鼠，并对老鼠产生一定量伤害

🟠一转：暂未开放
🟠能力：暂未开放

🟣二转：暂未开放
🟣能力：暂未开放",FALSE,FALSE,FALSE,非灰烬类/控制型,235,好卡😀,冷却时间,60,58,56,54,52,50,48,46,44,42,40,38,36,34,32,30,28,null,null,该防御卡不支持技能,null,null,null,null,null,null,null,null,null,🐇🐇🐇,"💪[体力]300

🧊[减速]冰冻4秒，减速20秒

🤔[附加说明]
附带3×3十字范围900灰烬爆炸"
泡泡糖,card_data_index_13_3_4_0,"🟤不转：泡泡糖
🟤能力：泡泡糖放置一段时间后，变成黏住老鼠的泡泡

🟠一转：大大泡泡糖
🟠能力：泡泡持续时间延长

🟣二转：萄萄泡泡糖
🟣能力：泡泡消失产生爆炸",FALSE,FALSE,FALSE,非灰烬类/控制型,155,中卡😭,冷却时间、体力,"30
50","29
50","28
50","27
60","26
60","25
60","24
70","22
70","20
80","18
90","16
100","14
110","12
130","10
150","9
170","8
200","7
250","null
null","null
null",准备时间,15,14,13,12,11,10,9,8,5,"⚔️作用时间：15秒/25秒/15秒🤯
⚔️二转消失造成900灰烬伤害",🤔[附加说明]无法放在水盘上
大大泡泡糖,card_data_index_13_3_4_1,"🟤不转：泡泡糖
🟤能力：泡泡糖放置一段时间后，变成黏住老鼠的泡泡

🟠一转：大大泡泡糖
🟠能力：泡泡持续时间延长

🟣二转：萄萄泡泡糖
🟣能力：泡泡消失产生爆炸",FALSE,FALSE,FALSE,非灰烬类/控制型,155,中卡😭,冷却时间、体力,"30
50","29
50","28
50","27
60","26
60","25
60","24
70","22
70","20
80","18
90","16
100","14
110","12
130","10
150","9
170","8
200","7
250","null
null","null
null",准备时间,15,14,13,12,11,10,9,8,5,"⚔️作用时间：15秒/25秒/15秒🤯
⚔️二转消失造成900灰烬伤害",🤔[附加说明]无法放在水盘上
萄萄泡泡糖,card_data_index_13_3_4_2,"🟤不转：泡泡糖
🟤能力：泡泡糖放置一段时间后，变成黏住老鼠的泡泡

🟠一转：大大泡泡糖
🟠能力：泡泡持续时间延长

🟣二转：萄萄泡泡糖
🟣能力：泡泡消失产生爆炸",FALSE,FALSE,FALSE,非灰烬类/控制型,155,中卡😭,冷却时间、体力,"30
50","29
50","28
50","27
60","26
60","25
60","24
70","22
70","20
80","18
90","16
100","14
110","12
130","10
150","9
170","8
200","7
250","null
null","null
null",准备时间,15,14,13,12,11,10,9,8,5,"⚔️作用时间：15秒/25秒/15秒🤯
⚔️二转消失造成900灰烬伤害",🤔[附加说明]无法放在水盘上
逆转牛,card_data_index_13_3_4_0,"🟤不转：逆转牛
🟤能力：将范围内的普通老鼠逆转到出生时的位置

🟠一转：匀速逆转牛
🟠能力：击退附加伤害

🟣二转：光速逆转牛
🟣能力：范围扩大到5×5",TRUE,FALSE,FALSE,非灰烬类/控制型,150,好卡😀,冷却时间,50,48,46,44,42,40,38,35,32,29,26,23,20,17,14,11,7,null,null,该防御卡不支持技能,null,null,null,null,null,null,null,null,null,"⚔️作用范围：3×3/3×3/5×5
⚔️一转后附加1000物理伤害(仅对被传送的老鼠有效，对BOSS和鼹鼠无效)",🤔[说人话]就是将范围内老鼠传送到自身所在行最右边
匀速逆转牛,card_data_index_13_3_4_1,"🟤不转：逆转牛
🟤能力：将范围内的普通老鼠逆转到出生时的位置

🟠一转：匀速逆转牛
🟠能力：击退附加伤害

🟣二转：光速逆转牛
🟣能力：范围扩大到5×5",TRUE,FALSE,FALSE,非灰烬类/控制型,150,好卡😀,冷却时间,50,48,46,44,42,40,38,35,32,29,26,23,20,17,14,11,7,null,null,该防御卡不支持技能,null,null,null,null,null,null,null,null,null,"⚔️作用范围：3×3/3×3/5×5
⚔️一转后附加1000物理伤害(仅对被传送的老鼠有效，对BOSS和鼹鼠无效)",🤔[说人话]就是将范围内老鼠传送到自身所在行最右边
光速逆转牛,card_data_index_13_3_4_2,"🟤不转：逆转牛
🟤能力：将范围内的普通老鼠逆转到出生时的位置

🟠一转：匀速逆转牛
🟠能力：击退附加伤害

🟣二转：光速逆转牛
🟣能力：范围扩大到5×5",TRUE,FALSE,FALSE,非灰烬类/控制型,150,好卡😀,冷却时间,50,48,46,44,42,40,38,35,32,29,26,23,20,17,14,11,7,null,null,该防御卡不支持技能,null,null,null,null,null,null,null,null,null,"⚔️作用范围：3×3/3×3/5×5
⚔️一转后附加1000物理伤害(仅对被传送的老鼠有效，对BOSS和鼹鼠无效)",🤔[说人话]就是将范围内老鼠传送到自身所在行最右边
蛋蛋兔,card_data_index_13_4_1_0,"🟤不转：蛋蛋兔
🟤能力：储藏卡片存活期间，周围3×3范围内直线子弹的伤害，卡片消失后在本行爆炸释放

🟠一转：智能蛋蛋兔
🟠能力：储存伤害上限提高

🟣二转：外星蛋蛋兔
🟣能力：释放伤害扩大到3行",TRUE,FALSE,FALSE,非灰烬类/触发型,325,好卡😀,存伤比例,1%,2%,3%,4%,5%,6%,7%,8%,9%,10%,15%,20%,25%,30%,35%,40%,45%,null,null,冷却时间,90,87,84,81,76,71,66,61,50,"⚔️存伤上限：3000/6000/6000
⚔️作用行数：1/1/3","💪[体力]350

🤔[附加说明]
1.储存到上限的20%/70%时，头顶上的蛋会成长一次
2.可铲掉触发
3.从屏幕左边召唤穿透型子弹攻击整行老鼠"
智能蛋蛋兔,card_data_index_13_4_1_0,"🟤不转：蛋蛋兔
🟤能力：储藏卡片存活期间，周围3×3范围内直线子弹的伤害，卡片消失后在本行爆炸释放

🟠一转：智能蛋蛋兔
🟠能力：储存伤害上限提高

🟣二转：外星蛋蛋兔
🟣能力：释放伤害扩大到3行",TRUE,FALSE,FALSE,非灰烬类/触发型,325,好卡😀,存伤比例,1%,2%,3%,4%,5%,6%,7%,8%,9%,10%,15%,20%,25%,30%,35%,40%,45%,null,null,冷却时间,90,87,84,81,76,71,66,61,50,"⚔️存伤上限：3000/6000/6000
⚔️作用行数：1/1/3","💪[体力]350

🤔[附加说明]
1.储存到上限的20%/70%时，头顶上的蛋会成长一次
2.可铲掉触发
3.从屏幕左边召唤穿透型子弹攻击整行老鼠"
外星蛋蛋兔,card_data_index_13_4_1_0,"🟤不转：蛋蛋兔
🟤能力：储藏卡片存活期间，周围3×3范围内直线子弹的伤害，卡片消失后在本行爆炸释放

🟠一转：智能蛋蛋兔
🟠能力：储存伤害上限提高

🟣二转：外星蛋蛋兔
🟣能力：释放伤害扩大到3行",TRUE,FALSE,FALSE,非灰烬类/触发型,325,好卡😀,存伤比例,1%,2%,3%,4%,5%,6%,7%,8%,9%,10%,15%,20%,25%,30%,35%,40%,45%,null,null,冷却时间,90,87,84,81,76,71,66,61,50,"⚔️存伤上限：3000/6000/6000
⚔️作用行数：1/1/3","💪[体力]350

🤔[附加说明]
1.储存到上限的20%/70%时，头顶上的蛋会成长一次
2.可铲掉触发
3.从屏幕左边召唤穿透型子弹攻击整行老鼠"
冰激凌,card_data_index_14_1_1_0,"🟤不转：冰激凌
🟤能力：放在卡片上，就会让此卡迅速冷却完毕

🟠一转：果蔬冰淇淋
🟠能力：耗能减少

🟣二转：极寒冰沙
🟣能力：全体卡片冷却",FALSE,FALSE,FALSE,强力辅助类/冷却&复制&变星,100,中卡😭,冷却时间,60,59,58,57,55,53,51,48,45,42,39,36,33,30,27,24,21,null,null,该防御卡不支持技能,null,null,null,null,null,null,null,null,null,"⚔️前摇：1.5秒/1.5秒/2.4秒
⚔️作用范围：单体/单体/全屏","🙄[吐槽]
不是我说，就这卡片的强度，放到现在6000+百万都不一定能拿得到。"
